Année;Mois;Jour;Heure;Minute;Seconde;Hauteur d'eau (m)
1939;08;27;17;55;00;5,66
1939;08;27;18;00;00;5,82
1939;08;27;18;05;00;5,93
1939;08;27;18;10;00;6,08
1939;08;27;18;15;00;6,21
1939;08;27;18;20;00;6,34
1939;08;27;18;25;00;6,46
1939;08;27;18;30;00;6,56
1939;08;27;18;35;00;6,64
1939;08;27;18;40;00;6,73
1939;08;27;18;45;00;6,80
1939;08;27;18;50;00;6,88
1939;08;27;18;55;00;6,94
1939;08;27;19;00;00;6,99
1939;08;27;19;05;00;7,04
1939;08;27;19;10;00;7,09
1939;08;27;19;15;00;7,13
1939;08;27;19;20;00;7,17
1939;08;27;19;25;00;7,21
1939;08;27;19;30;00;7,24
1939;08;27;19;35;00;7,26
1939;08;27;19;40;00;7,27
1939;08;27;19;45;00;7,28
1939;08;27;19;50;00;7,29
1939;08;27;19;55;00;7,29
1939;08;27;20;00;00;7,30
1939;08;27;20;05;00;7,31
1939;08;27;20;10;00;7,32
1939;08;27;20;15;00;7,32
1939;08;27;20;20;00;7,32
1939;08;27;20;25;00;7,32
1939;08;27;20;30;00;7,32
1939;08;27;20;35;00;7,32
1939;08;27;20;40;00;7,32
1939;08;27;20;45;00;7,31
1939;08;27;20;50;00;7,30
1939;08;27;20;55;00;7,29
1939;08;27;21;00;00;7,29
1939;08;27;21;05;00;7,28
1939;08;27;21;10;00;7,27
1939;08;27;21;15;00;7,25
1939;08;27;21;20;00;7,21
1939;08;27;21;25;00;7,19
1939;08;27;21;30;00;7,16
1939;08;27;21;35;00;7,14
1939;08;27;21;40;00;7,12
1939;08;27;21;45;00;7,09
1939;08;27;21;50;00;7,06
1939;08;27;21;55;00;7,02
1939;08;27;22;00;00;6,97
1939;08;27;22;05;00;6,93
1939;08;27;22;10;00;6,88
1939;08;27;22;15;00;6,83
1939;08;27;22;20;00;6,78
1939;08;27;22;25;00;6,73
1939;08;27;22;30;00;6,67
1939;08;27;22;35;00;6,59
1939;08;27;22;40;00;6,51
1939;08;27;22;45;00;6,42
1939;08;27;22;50;00;6,33
1939;08;27;22;55;00;6,25
1939;08;27;23;00;00;6,17
1939;08;27;23;05;00;6,05
1939;08;27;23;10;00;5,95
1939;08;27;23;15;00;5,85
1939;08;27;23;20;00;5,74
1939;08;27;23;25;00;5,61
1939;08;27;23;30;00;5,49
1939;08;27;23;35;00;5,38
1939;08;27;23;40;00;5,26
1939;08;27;23;45;00;5,15
1939;08;27;23;50;00;5,00
1939;08;27;23;55;00;4,86
1939;08;27;23;56;24;4,82
1939;08;28;00;11;24;4,47
1939;08;28;00;15;00;4,38
1939;08;28;00;20;00;4,26
1939;08;28;00;25;00;4,14
1939;08;28;00;30;00;4,03
1939;08;28;00;35;00;3,91
1939;08;28;00;40;00;3,79
1939;08;28;00;45;00;3,69
1939;08;28;00;50;00;3,59
1939;08;28;00;55;00;3,50
1939;08;28;01;00;00;3,41
1939;08;28;01;05;00;3,32
1939;08;28;01;10;00;3,23
1939;08;28;01;15;00;3,15
1939;08;28;01;20;00;3,07
1939;08;28;01;25;00;3,00
1939;08;28;01;30;00;2,92
1939;08;28;01;35;00;2,85
1939;08;28;01;40;00;2,77
1939;08;28;01;45;00;2,71
1939;08;28;01;50;00;2,66
1939;08;28;01;55;00;2,61
1939;08;28;02;00;00;2,55
1939;08;28;02;05;00;2,48
1939;08;28;02;10;00;2,43
1939;08;28;02;15;00;2,37
1939;08;28;02;20;00;2,33
1939;08;28;02;25;00;2,28
1939;08;28;02;30;00;2,24
1939;08;28;02;35;00;2,19
1939;08;28;02;40;00;2,15
1939;08;28;02;45;00;2,12
1939;08;28;02;50;00;2,08
1939;08;28;02;55;00;2,05
1939;08;28;03;00;00;2,02
1939;08;28;03;05;00;1,99
1939;08;28;03;10;00;1,96
1939;08;28;03;15;00;1,96
1939;08;28;03;20;00;1,96
1939;08;28;03;25;00;1,96
1939;08;28;03;30;00;1,96
1939;08;28;03;35;00;1,96
1939;08;28;03;40;00;1,96
1939;08;28;03;45;00;1,98
1939;08;28;03;50;00;2,00
1939;08;28;03;55;00;2,03
1939;08;28;04;00;00;2,07
1939;08;28;04;05;00;2,09
1939;08;28;04;10;00;2,13
1939;08;28;04;15;00;2,18
1939;08;28;04;20;00;2,23
1939;08;28;04;25;00;2,31
1939;08;28;04;30;00;2,38
1939;08;28;04;35;00;2,46
1939;08;28;04;40;00;2,55
1939;08;28;04;45;00;2,64
1939;08;28;04;50;00;2,74
1939;08;28;04;55;00;2,86
1939;08;28;05;00;00;3,00
1939;08;28;05;05;00;3,13
1939;08;28;05;10;00;3,28
1939;08;28;05;15;00;3,43
1939;08;28;05;20;00;3,59
1939;08;28;05;25;00;3,77
1939;08;28;05;30;00;3,94
1939;08;28;05;35;00;4,12
1939;08;28;05;40;00;4,29
1939;08;28;05;45;00;4,47
1939;08;28;05;50;00;4,65
1939;08;28;05;55;00;4,82
1939;08;28;06;00;00;5,01
1939;08;28;06;05;00;5,18
1939;08;28;06;10;00;5,34
1939;08;28;06;15;00;5,51
1939;08;28;06;20;00;5,63
1939;08;28;06;25;00;5,80
1939;08;28;06;30;00;5,96
1939;08;28;06;35;00;6,07
1939;08;28;06;40;00;6,23
1939;08;28;06;45;00;6,37
1939;08;28;06;50;00;6,50
1939;08;28;06;55;00;6,59
1939;08;28;07;00;00;6,68
1939;08;28;07;05;00;6,76
1939;08;28;07;10;00;6,84
1939;08;28;07;15;00;6,91
1939;08;28;07;20;00;6,97
1939;08;28;07;25;00;7,02
1939;08;28;07;30;00;7,06
1939;08;28;07;35;00;7,09
1939;08;28;07;40;00;7,12
1939;08;28;07;45;00;7,15
1939;08;28;07;50;00;7,17
1939;08;28;07;55;00;7,18
1939;08;28;08;00;00;7,20
1939;08;28;08;05;00;7,22
1939;08;28;08;10;00;7,23
1939;08;28;08;15;00;7,24
1939;08;28;08;20;00;7,26
1939;08;28;08;25;00;7,26
1939;08;28;08;30;00;7,27
1939;08;28;08;35;00;7,27
1939;08;28;08;40;00;7,27
1939;08;28;08;45;00;7,28
1939;08;28;08;50;00;7,28
1939;08;28;08;55;00;7,28
1939;08;28;09;00;00;7,29
1939;08;28;09;05;00;7,29
1939;08;28;09;10;00;7,28
1939;08;28;09;15;00;7,28
1939;08;28;09;20;00;7,28
1939;08;28;09;25;00;7,27
1939;08;28;09;30;00;7,27
1939;08;28;09;35;00;7,26
1939;08;28;09;40;00;7,25
1939;08;28;09;45;00;7,23
1939;08;28;09;50;00;7,21
1939;08;28;09;55;00;7,19
1939;08;28;10;00;00;7,18
1939;08;28;10;05;00;7,16
1939;08;28;10;10;00;7,14
1939;08;28;10;15;00;7,12
1939;08;28;10;20;00;7,08
1939;08;28;10;25;00;7,03
1939;08;28;10;30;00;6,98
1939;08;28;10;35;00;6,94
1939;08;28;10;40;00;6,89
1939;08;28;10;45;00;6,84
1939;08;28;10;50;00;6,78
1939;08;28;10;55;00;6,70
1939;08;28;11;00;00;6,62
1939;08;28;11;05;00;6,55
1939;08;28;11;10;00;6,47
1939;08;28;11;15;00;6,38
1939;08;28;11;20;00;6,28
1939;08;28;11;25;00;6,19
1939;08;28;11;30;00;6,09
1939;08;28;11;35;00;5,99
1939;08;28;11;40;00;5,87
1939;08;28;11;45;00;5,76
1939;08;28;11;50;00;5,66
1939;08;28;11;55;00;5,53
1939;08;28;12;00;00;5,39
1939;08;28;12;05;00;5,27
1939;08;28;12;10;00;5,14
1939;08;28;12;15;00;5,02
1939;08;28;12;20;00;4,91
1939;08;28;12;25;00;4,76
1939;08;28;12;30;00;4,65
1939;08;28;12;35;00;4,52
1939;08;28;12;40;00;4,40
1939;08;28;12;45;00;4,27
1939;08;28;12;50;00;4,15
1939;08;28;12;55;00;4,03
1939;08;28;13;00;00;3,91
1939;08;28;13;05;00;3,81
1939;08;28;13;10;00;3,69
1939;08;28;13;15;00;3,59
1939;08;28;13;20;00;3,50
1939;08;28;13;25;00;3,41
1939;08;28;13;30;00;3,30
1939;08;28;13;35;00;3,22
1939;08;28;13;40;00;3,14
1939;08;28;13;45;00;3,08
1939;08;28;13;50;00;2,99
1939;08;28;13;55;00;2,91
1939;08;28;14;00;00;2,85
1939;08;28;14;05;00;2,77
1939;08;28;14;10;00;2,71
1939;08;28;14;15;00;2,64
1939;08;28;14;20;00;2,57
1939;08;28;14;25;00;2,52
1939;08;28;14;30;00;2,47
1939;08;28;14;35;00;2,40
1939;08;28;14;40;00;2,34
1939;08;28;14;45;00;2,30
1939;08;28;14;50;00;2,25
1939;08;28;14;55;00;2,20
1939;08;28;15;00;00;2,16
1939;08;28;15;05;00;2,13
1939;08;28;15;10;00;2,09
1939;08;28;15;15;00;2,07
1939;08;28;15;20;00;2,02
1939;08;28;15;25;00;1,99
1939;08;28;15;30;00;1,97
1939;08;28;15;35;00;1,96
1939;08;28;15;40;00;1,95
1939;08;28;15;45;00;1,95
1939;08;28;15;50;00;1,95
1939;08;28;15;55;00;1,95
1939;08;28;16;00;00;1,96
1939;08;28;16;05;00;1,98
1939;08;28;16;10;00;1,99
1939;08;28;16;15;00;2,02
1939;08;28;16;20;00;2,07
1939;08;28;16;25;00;2,11
1939;08;28;16;30;00;2,15
1939;08;28;16;35;00;2,19
1939;08;28;16;40;00;2,25
1939;08;28;16;45;00;2,31
1939;08;28;16;50;00;2,39
1939;08;28;16;55;00;2,50
1939;08;28;17;00;00;2,60
1939;08;28;17;05;00;2,70
1939;08;28;17;10;00;2,81
1939;08;28;17;15;00;2,95
1939;08;28;17;20;00;3,08
1939;08;28;17;25;00;3,24
1939;08;28;17;30;00;3,42
1939;08;28;17;35;00;3,60
1939;08;28;17;40;00;3,79
1939;08;28;17;45;00;3,98
1939;08;28;17;50;00;4,16
1939;08;28;17;55;00;4,37
1939;08;28;18;00;00;4,55
1939;08;28;18;05;00;4,74
1939;08;28;18;10;00;4,94
1939;08;28;18;15;00;5,13
1939;08;28;18;20;00;5,36
1939;08;28;18;25;00;5,54
1939;08;28;18;30;00;5,70
1939;08;28;18;35;00;5,87
1939;08;28;18;40;00;6,04
1939;08;28;18;45;00;6,20
1939;08;28;18;50;00;6,35
1939;08;28;18;55;00;6,49
1939;08;28;19;00;00;6,60
1939;08;28;19;05;00;6,70
1939;08;28;19;10;00;6,79
1939;08;28;19;15;00;6,88
1939;08;28;19;20;00;6,99
1939;08;28;19;25;00;7,10
1939;08;28;19;30;00;7,18
1939;08;28;19;35;00;7,23
1939;08;28;19;40;00;7,28
1939;08;28;19;45;00;7,32
1939;08;28;19;50;00;7,37
1939;08;28;19;55;00;7,41
1939;08;28;20;00;00;7,43
1939;08;28;20;05;00;7,45
1939;08;28;20;10;00;7,47
1939;08;28;20;15;00;7,48
1939;08;28;20;20;00;7,49
1939;08;28;20;25;00;7,51
1939;08;28;20;30;00;7,51
1939;08;28;20;35;00;7,51
1939;08;28;20;40;00;7,52
1939;08;28;20;45;00;7,52
1939;08;28;20;50;00;7,52
1939;08;28;20;55;00;7,52
1939;08;28;21;00;00;7,52
1939;08;28;21;05;00;7,52
1939;08;28;21;10;00;7,52
1939;08;28;21;15;00;7,51
1939;08;28;21;20;00;7,51
1939;08;28;21;25;00;7,51
1939;08;28;21;30;00;7,51
1939;08;28;21;35;00;7,50
1939;08;28;21;40;00;7,49
1939;08;28;21;45;00;7,48
1939;08;28;21;50;00;7,47
1939;08;28;21;55;00;7,43
1939;08;28;22;00;00;7,41
1939;08;28;22;05;00;7,39
1939;08;28;22;10;00;7,37
1939;08;28;22;15;00;7,34
1939;08;28;22;20;00;7,31
1939;08;28;22;25;00;7,27
1939;08;28;22;30;00;7,22
1939;08;28;22;35;00;7,17
1939;08;28;22;40;00;7,14
1939;08;28;22;45;00;7,10
1939;08;28;22;50;00;7,05
1939;08;28;22;55;00;6,99
1939;08;28;23;00;00;6,93
1939;08;28;23;05;00;6,84
1939;08;28;23;10;00;6,75
1939;08;28;23;15;00;6,67
1939;08;28;23;20;00;6,59
1939;08;28;23;25;00;6,50
1939;08;28;23;30;00;6,40
1939;08;28;23;35;00;6,29
1939;08;28;23;40;00;6,18
1939;08;28;23;45;00;6,06
1939;08;28;23;50;00;5,94
1939;08;28;23;55;00;5,82
1939;08;28;23;56;24;5,79
1939;08;29;00;00;36;5,69
1939;08;29;00;05;00;5,59
1939;08;29;00;10;00;5,48
1939;08;29;00;15;00;5,34
1939;08;29;00;20;00;5,19
1939;08;29;00;25;00;5,06
1939;08;29;00;30;00;4,92
1939;08;29;00;35;00;4,78
1939;08;29;00;40;00;4,63
1939;08;29;00;45;00;4,51
1939;08;29;00;50;00;4,38
1939;08;29;00;55;00;4,25
1939;08;29;01;00;00;4,13
1939;08;29;01;05;00;4,00
1939;08;29;01;10;00;3,87
1939;08;29;01;15;00;3,74
1939;08;29;01;20;00;3,63
1939;08;29;01;25;00;3,51
1939;08;29;01;30;00;3,43
1939;08;29;01;35;00;3,34
1939;08;29;01;40;00;3,25
1939;08;29;01;45;00;3,15
1939;08;29;01;50;00;3,07
1939;08;29;01;55;00;2,97
1939;08;29;02;00;00;2,88
1939;08;29;02;05;00;2,80
1939;08;29;02;10;00;2,72
1939;08;29;02;15;00;2,66
1939;08;29;02;20;00;2,59
1939;08;29;02;25;00;2,51
1939;08;29;02;30;00;2,43
1939;08;29;02;35;00;2,36
1939;08;29;02;40;00;2,32
1939;08;29;02;45;00;2,26
1939;08;29;02;50;00;2,19
1939;08;29;02;55;00;2,15
1939;08;29;03;00;00;2,10
1939;08;29;03;05;00;2,04
1939;08;29;03;10;00;1,98
1939;08;29;03;15;00;1,93
1939;08;29;03;20;00;1,90
1939;08;29;03;25;00;1,86
1939;08;29;03;30;00;1,84
1939;08;29;03;35;00;1,79
1939;08;29;03;40;00;1,77
1939;08;29;03;45;00;1,75
1939;08;29;03;50;00;1,73
1939;08;29;03;55;00;1,71
1939;08;29;04;00;00;1,71
1939;08;29;04;05;00;1,71
1939;08;29;04;10;00;1,71
1939;08;29;04;15;00;1,71
1939;08;29;04;20;00;1,72
1939;08;29;04;25;00;1,73
1939;08;29;04;30;00;1,76
1939;08;29;04;35;00;1,78
1939;08;29;04;40;00;1,81
1939;08;29;04;45;00;1,86
1939;08;29;04;50;00;1,90
1939;08;29;04;55;00;1,95
1939;08;29;05;00;00;2,01
1939;08;29;05;05;00;2,12
1939;08;29;05;10;00;2,22
1939;08;29;05;15;00;2,29
1939;08;29;05;20;00;2,40
1939;08;29;05;25;00;2,50
1939;08;29;05;30;00;2,65
1939;08;29;05;35;00;2,79
1939;08;29;05;40;00;2,95
1939;08;29;05;45;00;3,14
1939;08;29;05;50;00;3,32
1939;08;29;05;55;00;3,51
1939;08;29;06;00;00;3,68
1939;08;29;06;05;00;3,85
1939;08;29;06;10;00;4,06
1939;08;29;06;15;00;4,26
1939;08;29;06;20;00;4,47
1939;08;29;06;25;00;4,66
1939;08;29;06;30;00;4,85
1939;08;29;06;35;00;5,05
1939;08;29;06;40;00;5,23
1939;08;29;06;45;00;5,43
1939;08;29;06;50;00;5,63
1939;08;29;06;55;00;5,80
1939;08;29;07;00;00;5,96
1939;08;29;07;05;00;6,13
1939;08;29;07;10;00;6,27
1939;08;29;07;15;00;6,41
1939;08;29;07;20;00;6,53
1939;08;29;07;25;00;6,66
1939;08;29;07;30;00;6,78
1939;08;29;07;35;00;6,87
1939;08;29;07;40;00;6,95
1939;08;29;07;45;00;7,02
1939;08;29;07;50;00;7,09
1939;08;29;07;55;00;7,14
1939;08;29;08;00;00;7,19
1939;08;29;08;05;00;7,24
1939;08;29;08;10;00;7,28
1939;08;29;08;15;00;7,32
1939;08;29;08;20;00;7,34
1939;08;29;08;25;00;7,39
1939;08;29;08;30;00;7,41
1939;08;29;08;35;00;7,42
1939;08;29;08;40;00;7,43
1939;08;29;08;45;00;7,44
1939;08;29;08;50;00;7,45
1939;08;29;08;55;00;7,46
1939;08;29;09;00;00;7,47
1939;08;29;09;05;00;7,48
1939;08;29;09;10;00;7,49
1939;08;29;09;15;00;7,49
1939;08;29;09;20;00;7,49
1939;08;29;09;25;00;7,49
1939;08;29;09;30;00;7,49
1939;08;29;09;35;00;7,49
1939;08;29;09;40;00;7,49
1939;08;29;09;45;00;7,49
1939;08;29;09;50;00;7,49
1939;08;29;09;55;00;7,49
1939;08;29;10;00;00;7,49
1939;08;29;10;05;00;7,48
1939;08;29;10;10;00;7,48
1939;08;29;10;15;00;7,47
1939;08;29;10;20;00;7,47
1939;08;29;10;25;00;7,46
1939;08;29;10;30;00;7,44
1939;08;29;10;35;00;7,41
1939;08;29;10;40;00;7,38
1939;08;29;10;45;00;7,35
1939;08;29;10;50;00;7,33
1939;08;29;10;55;00;7,29
1939;08;29;11;00;00;7,25
1939;08;29;11;05;00;7,20
1939;08;29;11;10;00;7,16
1939;08;29;11;15;00;7,10
1939;08;29;11;20;00;7,03
1939;08;29;11;25;00;6,96
1939;08;29;11;30;00;6,89
1939;08;29;11;35;00;6,81
1939;08;29;11;40;00;6,72
1939;08;29;11;45;00;6,61
1939;08;29;11;50;00;6,53
1939;08;29;11;55;00;6,43
1939;08;29;12;00;00;6,32
1939;08;29;12;05;00;6,21
1939;08;29;12;10;00;6,10
1939;08;29;12;15;00;6,00
1939;08;29;12;20;00;5,87
1939;08;29;12;25;00;5,74
1939;08;29;12;30;00;5,60
1939;08;29;12;35;00;5,47
1939;08;29;12;40;00;5,33
1939;08;29;12;45;00;5,18
1939;08;29;12;50;00;5,05
1939;08;29;12;55;00;4,93
1939;08;29;13;00;00;4,81
1939;08;29;13;05;00;4,68
1939;08;29;13;10;00;4,52
1939;08;29;13;15;00;4,38
1939;08;29;13;20;00;4,25
1939;08;29;13;25;00;4,12
1939;08;29;13;30;00;3,99
1939;08;29;13;35;00;3,88
1939;08;29;13;40;00;3,77
1939;08;29;13;45;00;3,66
1939;08;29;13;50;00;3,57
1939;08;29;13;55;00;3,46
1939;08;29;14;00;00;3,35
1939;08;29;14;05;00;3,27
1939;08;29;14;10;00;3,18
1939;08;29;14;15;00;3,07
1939;08;29;14;20;00;2,99
1939;08;29;14;25;00;2,91
1939;08;29;14;30;00;2,85
1939;08;29;14;35;00;2,77
1939;08;29;14;40;00;2,69
1939;08;29;14;45;00;2,62
1939;08;29;14;50;00;2,54
1939;08;29;14;55;00;2,48
1939;08;29;15;00;00;2,41
1939;08;29;15;00;36;2,40
